NCBI ID	Name	TaxID	less likely
501097	MORC1	9606	
164684	MORC2	9606	
668932	MORC3	9606	
494115	MORC4	9606	
81807	MORF4L1	9606	
246198	MORF4L2	9606	
5058	MOV10L1	9606	
4690	MPHOSPH8	9606	
25879	MRE11	9606	
311021	MRGBP	9606	
291844	MSH6	9606	
228536	MSL1	9606	
366953	MSL2	9606	
13649	MSL3	9606	
11100	MSL3B	9606	
11632	MTDH	9606	
12578	MTHFR	9606	
3329	MTPN	9606	
256643	MUC1	9606	
5562	MUL1	9606	
67781	MYBBP1A	9606	
5977	MYCBP	9606	
66824	MYD88	9606	
104263	MYO6	9606	
29969	MYOCD	9606	
57050	MYZAP	9606	
56718	N4BP2L2	9606	
51602	N6AMT1	9606	
23409	NAB1	9606	
84424	NAB2	9606	
56081	NACA2	9606	
391257	NAP1L1	9606	
219105	NAP1L2	9606	
79209	NAP1L3	9606	
150684	NAP1L4	9606	
14933	NAP1L5	9606	
64595	NAP1L6P	9606	
12675	NASP	9606	
94088	NAT8	9606	
23067	NAT8B	9606	
12234	NBN	9606	
78986	NBR1	9606	
13017	NCAPD2	9606	
9338	NCAPD3	9606	
23064	NCAPG2	9606	
228790	NCK1	9606	
313020	NCL	9606	
221477	NCOA4	9606	
13870	NCOA5	9606	
67222	NCOA6	9606	
497009	NCOA7	9606	
235497	NDUFA13	9606	
12569	NEDD4L	9606	
74737	NEDD8	9606	
54969	NELFA	9606	
84337	NELFB	9606	
360491	NELFCD	9606	
76260	NELFE	9606	
66999	NEUROG1	9606	
14183	NFATC2IP	9606	
21761	NFKBIA	9606	
313647	NFKBIB	9606	
7320	NFKBID	9606	
288597	NFKBIZ	9606	
362258	NFRKB	9606	
53325	NIBAN2	9606	
236511	NIF3L1	9606	
5563	NIPA2	9606	
19708	NIPBL	9606	
291912	NKAP	9606	
11113	NLRP12	9606	
368203	NLRP3	9606	
26271	NMI	9606	
100042337	NOC2L	9606	
54108	NOD2	9606	
149603	NOL11	9606	
15468	NOLC1	9606	
15354	NOP53	9606	
57913	NOP58	9606	
112400	NOTCH3	9606	
5579	NOTCH4	9606	
230796	NPAT	9606	
4792	NPM1	9606	
75339	NPM2	9606	
14775	NPM3	9606	
29883	NRBF2	9606	
240087	NRDE2	9606	
16650	NRIP1	9606	
58839	NRIP2	9606	
14055	NSD1	9606	
90523	NSD3	9606	
361990	NSMCE1	9606	
89825	NSMCE2	9606	
252941	NSMCE3	9606	
59079	NSMCE4A	9606	
361217	NTMT1	9606	
124909084	NUCKS1	9606	
2314	NUDT5	9606	
100041294	NUP107	9606	
13871	NUP133	9606	
291202	NUP35	9606	
225888	NUP62	9606	
24185	NUP85	9606	
240025	NUP98	9606	
3013	NUPR1	9606	
905	NAA15	9606	
688583	NAA16	9606	
28514	NAA40	9606	
363481	NAA50	9606	
15511	NAA60	9606	
2241	NAAA	9606	
25233	OASL	9606	
91607	OGA	9606	
26875	OGG1	9606	
23468	OGT	9606	
22284	OIP5	9606	
11855	OPTN	9606	
84312	ORC2	9606	
17246	PABPC1L	9606	
83666	PADI2	9606	
20924	PADI4	9606	
79960	PAF1	9606	
12190	PAGE4	9606	
304988	PAGR1	9606	
23429	PALM3	9606	
7205	PARK7	9606	
293710	PARP1	9606	
108989	PARP10	9606	
343070	PARP14	9606	
297893	PARP15	9606	
150094	PARP2	9606	
56541	PARP9	9606	
57441	PAWR	9606	
22057	PAXIP1	9606	
80063	PBXIP1	9606	
6041	PCBD1	9606	
76007	PCBD2	9606	
306347	PCBP2	9606	
293621	PCF11	9606	
117514	PCGF1	9606	
114906	PCGF3	9606	
109333	PCGF5	9606	
149951	PCID2	9606	
55140	PCIF1	9606	
68675	PCLO	9606	
75273	PCNA	9606	
10475	PDCD11	9606	
5798	PDCD4	9606	
75725	PDLIM1	9606	
85252	PELI1	9606	
365661	PELP1	9606	
6322	PER1	9606	
390245	PER2	9606	
303188	PER3	9606	
100910753	PEX14	9606	
8969	PEX2	9606	
309565	PFDN5	9606	
361416	PFN1	9606	
3066	PHB1	9606	
3643	PHB2	9606	
57178	PHC1	9606	
144108	PHC2	9606	
5928	PHC3	9606	
359948	PHF10	9606	
70790	PHF12	9606	
76804	PHF13	9606	
13487	PHF14	9606	
68975	PHF2	9606	
387893	PHF21B	9606	
680522	PHF24	9606	
219103	PHF6	9606	
291245	PHF8	9606	
208146	PHIP	9606	
687001	PIAS1	9606	
312154	PIAS2	9606	
23378	PIAS3	9606	
24854	PIAS4	9606	
22803	PID1	9606	
8301	PIDD1	9606	
389136	PIH1D1	9606	
70238	PIR	9606	
361844	PIWIL1	9606	
691589	PIWIL2	9606	
108348112	PIWIL4	9606	
161475	PKD1	9606	
225182	PLRG1	9606	
300320	PMEPA1	9606	
81816	PMF1	9606	
106583	PML	9606	
7048	PNRC1	9606	
25788	PNRC2	9606	
20202	POLE3	9606	
5598	POLR1E	9606	
223527	POLR2A	9606	
54245	POLR2M	9606	
112405	POLR3C	9606	
3656	POLR3F	9606	
79039	POLR3G	9606	
21886	POLR3GL	9606	
79697	POU2AF2	9606	
18036	POU2AF3	9606	
243272	PPARGC1A	9606	
55294	PPARGC1B	9606	
689619	PPHLN1	9606	
8971	PPID	9606	
6794	PPIE	9606	
11198	PPRC1	9606	
64391	PQBP1	9606	
25697	PRAME	9606	
19763	PRAMEF1	9606	
8601	PRAMEF10	9606	
20779	PRAMEF11	9606	
9406	PRAMEF12	9606	
361833	PRAMEF13	9606	
9474	PRAMEF14	9606	
287375	PRAMEF17	9606	
1030	PRAMEF18	9606	
8351	PRAMEF19	9606	
266709	PRAMEF2	9606	
65121	PRAMEF20	9606	
4869	PRAMEF22	9606	
25383	PRAMEF25	9606	
116549	PRAMEF27	9606	
57752	PRAMEF33	9606	
303903	PRAMEF4	9606	
15185	PRAMEF5	9606	
6790	PRAMEF6	9606	
399818	PRAMEF7	9606	
309361	PRAMEF8	9606	
361711	PRAMEF9	9606	
308592	PRDM7	9606	
56323	PRDX5	9606	
6613	PRIMPOL	9606	
404634	PRKN	9606	
915	PRM1	9606	
68979	PRMT1	9606	
8368	PRMT2	9606	
100042943	PRMT3	9606	
294276	PRMT5	9606	
56613	PRMT6	9606	
10614	PRMT7	9606	
25776	PRMT8	9606	
232187	PRMT9	9606	
64202	PRNP	9606	
100361133	PROSER2	9606	
1719	PRPF6	9606	
363002	PSEN1	9606	
890	PSIP1	9606	
20111	PSMA6	9606	
295654	PSMC1	9606	
293783	PSMC2	9606	
143241	PSMC3	9606	
99311	PSMC3IP	9606	
474343	PSMC4	9606	
100125373	PSMC5	9606	
57741	PSMC6	9606	
124908988	PSMD10	9606	
230233	PSMD9	9606	
500030	PSME3	9606	
66336	PSME4	9606	
171379	PTGES3	9606	
5608	PTMA	9606	
259270	PTMS	9606	
14166	PTOV1	9606	
234988	PTTG1	9606	
71990	PTTG1IP	9606	
117535	PUF60	9606	
311713	PUS1	9606	
124905630	PWP1	9606	
18628	PWWP2A	9606	
192176	PWWP2B	9606	
66266	PWWP3A	9606	
303330	PYCARD	9606	
107951	PYGO1	9606	
8573	PYGO2	9606	
64046	PYHIN1	9606	
18602	RAD17	9606	
79913	RAD21	9606	
287533	RAD23B	9606	
68045	RAD50	9606	
109593	RAD51D	9606	
361526	RAD54B	9606	
5934	RAD54L	9606	
56937	RAD54L2	9606	
54856	RAG2	9606	
297954	RAI1	9606	
13542	RALGAPA1	9606	
5884	RALY	9606	
81827	RANBP3	9606	
72041	RANBP3L	9606	
20218	RB1	9606	
21340	RB1CC1	9606	
292907	RBBP4	9606	
24414	RBBP5	9606	
83990	RBBP7	9606	
691857	RBBP8	9606	
11073	RBFOX2	9606	
78658	RBL1	9606	
1822	RBL2	9606	
84576	RBM12	9606	
79871	RBM14	9606	
5296	RBM15	9606	
23140	RBM15B	9606	
58243	RBM39	9606	
166	RBMX	9606	
57654	RBMXL1	9606	
314870	RBPMS	9606	
8357	RBX1	9606	
257649	RCBTB1	9606	
75329	RCCD1	9606	
18193	RCOR2	9606	
2263	RECQL5	9606	
583	RESF1	9606	
14056	RFC1	9606	
17874	RFFL	9606	
25255	RFWD3	9606	
14841	RGCC	9606	
296084	RHNO1	9606	
100911917	RIF1	9606	
5929	RING1	9606	
84313	RIOX1	9606	
29673	RIOX2	9606	
100912108	RIPPLY1	9606	
27154	RITA1	9606	
232440	RLIM	9606	
117280	RNF10	9606	
20877	RNF111	9606	
55135	RNF125	9606	
29844	RNF141	9606	
625249	RNF168	9606	
671535	RNF169	9606	
67089	RNF187	9606	
79366	RNF2	9606	
286988	RNF20	9606	
55022	RNF34	9606	
296351	RNF4	9606	
500985	RNF40	9606	
23885	RNF6	9606	
3149	RNF8	9606	
116698	RPA1	9606	
360592	RPRD1A	9606	
163732	RPRD1B	9606	
66008	RPRD2	9606	
12568	RPTOR	9606	
3070	RRM2	9606	
74716	RRP1B	9606	
6923	RRP8	9606	
300160	RSBN1	9606	
124909015	RSF1	9606	
29382	RTF1	9606	
228775	RTRAF	9606	
23808	RUNX1T1	9606	
171150	RUVBL1	9606	
382236	RUVBL2	9606	
84962	RWDD3	9606	
83933	RYBP	9606	
3312	SAMD1	9606	
18538	SAMD4B	9606	
7341	SAP130	9606	
12454	SAP18	9606	
303181	SAP30	9606	
54683	SAP30BP	9606	
11164	SAP30L	9606	
321000	SARNP	9606	
84717	SART3	9606	
66513	SAV1	9606	
78943	SBNO1	9606	
288416	SBNO2	9606	
104625	SCAF1	9606	
20922	SCAF4	9606	
17936	SCAF8	9606	
74729	SCAI	9606	
500569	SCAND1	9606	
360674	SCML1	9606	
26145	SCML2	9606	
53635	SDR16C5	9606	
1460	SELENOF	9606	
433693	SENP1	9606	
15441	SENP2	9606	
51791	SERTAD1	9606	
12265	SERTAD2	9606	
55827	SERTAD3	9606	
149563	SET	9606	
55090	SETD1A	9606	
266812	SETD1B	9606	
689844	SETD2	9606	
277250	SETD3	9606	
200315	SETD4	9606	
288770	SETD5	9606	
22110	SETD6	9606	
84006	SETD7	9606	
12396	SETMAR	9606	
15950	SETSIP	9606	
234388	SETX	9606	
79124	SF1	9606	
319177	SF3B1	9606	
7323	SFMBT1	9606	
362149	SFMBT2	9606	
8945	SFR1	9606	
11920	SFRP4	9606	
23834	SFSWAP	9606	
287734	SGF29	9606	
689972	SHPRH	9606	
303745	SIAH2	9606	
15081	SIN3A	9606	
10128	SIN3B	9606	
54287	SIRT1	9606	
343071	SIRT2	9606	
23412	SIRT3	9606	
6839	SIRT4	9606	
29700	SIRT5	9606	
64863	SIRT6	9606	
303241	SIRT7	9606	
6996	SIVA1	9606	
9817	SKP1	9606	
1601	SLF1	9606	
8329	SLF2	9606	
69188	SLFN11	9606	
10498	SLTM	9606	
7189	SMARCA2	9606	
55942	SMARCA4	9606	
73247	SMARCAD1	9606	
1111	SMARCAL1	9606	
55095	SMARCB1	9606	
5195	SMARCD1	9606	
306464	SMARCD2	9606	
11060	SMARCD3	9606	
55063	SMC5	9606	
14255	SMC6	9606	
64750	SMCHD1	9606	
29998	SMIM40	9606	
207	SMURF1	9606	
622408	SMURF2	9606	
23506	SMYD1	9606	
1514	SMYD2	9606	
51322	SMYD5	9606	
10273	SNCA	9606	
54951	SND1	9606	
11036	SNIP1	9606	
622480	SNW1	9606	
78893	SNX6	9606	
79595	SORBS3	9606	
299116	SPAG8	9606	
109594	SPHK2	9606	
65112	SPIN1	9606	
307	SPIN2A	9606	
289664	SPIN2B	9606	
80285	SPIN3	9606	
68943	SPIN4	9606	
64710	SPNS1	9606	
28015	SPOCD1	9606	
26287	SPOP	9606	
59036	SPOPL	9606	
73251	SPTY2D1	9606	
50862	SQSTM1	9606	
8812	SRA1	9606	
297805	SRARP	9606	
12832	SRFBP1	9606	
23135	SRI	9606	
10923	SRSF10	9606	
79921	SRSF2	9606	
240514	SS18	9606	
69612	SS18L2	9606	
21812	SSBP2	9606	
168002	SSBP3	9606	
363064	SSBP4	9606	
20817	SSX1	9606	
365601	SSX2	9606	
170506	SSX3	9606	
292935	SSX4	9606	
58172	SSX5	9606	
16909	SSX7	9606	
8345	STAG1	9606	
294030	STING1	9606	
12843	STPG4	9606	
5701	STRAP	9606	
635253	STRN	9606	
8904	STRN3	9606	
80509	STUB1	9606	
8195	SUB1	9606	
391003	SUDS3	9606	
295692	SUFU	9606	
362375	SUMO1	9606	
110052	SUMO1P1	9606	
51079	SUMO2	9606	
316101	SUPT16H	9606	
64466	SUPT20H	9606	
24152	SUPT20HL1	9606	
863	SUPT20HL2	9606	
362738	SUPT3H	9606	
55127	SUPT4H1	9606	
5931	SUPT5H	9606	
20044	SUPT6H	9606	
314393	SUPT7L	9606	
25898	SUV39H1	9606	
12649	SUV39H2	9606	
6847	SUZ12	9606	
8318	SYCP1	9606	
319171	SYCP3	9606	
3622	TACC1	9606	
1027	TACC2	9606	
10384	TADA1	9606	
64031	TADA3	9606	
66959	TAF15	9606	
25388	TAF1A	9606	
233545	TAF1B	9606	
226976	TAF1D	9606	
70103	TAF3	9606	
14201	TAF5L	9606	
51053	TARBP1	9606	
361877	TARDBP	9606	
29619	TASOR	9606	
108348098	TASOR2	9606	
7430	TASP1	9606	
359726	TBL1X	9606	
319176	TBL1XR1	9606	
67014	TBL1Y	9606	
20382	TCEA1	9606	
245921	TCEA2	9606	
113898	TCEAL1	9606	
66104	TCEAL2	9606	
680702	TCEAL3	9606	
605	TCEAL4	9606	
103573	TCEAL5	9606	
2274	TCERG1L	9606	
85363	TCP10L	9606	
317425	TDG	9606	
653606	TDP2	9606	
29982	TDRD1	9606	
84351	TDRD12	9606	
6894	TDRD3	9606	
170644	TDRD5	9606	
56072	TDRD9	9606	
105787	TEP1	9606	
56612	TERF2IP	9606	
57162	TERT	9606	
313582	TEX15	9606	
71828	TFB2M	9606	
15461	TFPT	9606	
83614	TGFB1I1	9606	
109108	TGS1	9606	
304470	THOC5	9606	
300084	THRAP3	9606	
231889	THRSP	9606	
25581	TIAL1	9606	
242285	TIMELESS	9606	
9759	TIRAP	9606	
98496	TLE1	9606	
75560	TLE2	9606	
8520	TLE3	9606	
3265	TLE4	9606	
19090	TLE5	9606	
64320	TLE6	9606	
22200	TLE7	9606	
139886	TNIP2	9606	
84164	TNKS	9606	
11339	TNNI2	9606	
304271	TNP1	9606	
67154	TNP2	9606	
8655	TNRC18	9606	
79710	TOB1	9606	
12825	TOB2	9606	
309170	TONSL	9606	
312299	TOP1MT	9606	
74414	TOPBP1	9606	
8607	TP53BP1	9606	
303201	TP53BP2	9606	
3005	TP53INP1	9606	
300117	TPR	9606	
170724	TPT1	9606	
11315	TPT1P8	9606	
284358	TRADD	9606	
295324	TRAF6	9606	
244694	TRAF7	9606	
619566	TRAK1	9606	
22668	TRAK2	9606	
209200	TRAPPC2	9606	
665433	TRAPPC2B	9606	
306956	TRIAP1	9606	
51869	TRIB3	9606	
64010	TRIM11	9606	
19655	TRIM13	9606	
79256	TRIM14	9606	
311553	TRIM15	9606	
93674	TRIM16	9606	
11218	TRIM21	9606	
1660	TRIM22	9606	
51442	TRIM25	9606	
116633	TRIM27	9606	
18817	TRIM29	9606	
284119	TRIM31	9606	
81559	TRIM32	9606	
18035	TRIM33	9606	
8048	TRIM34	9606	
2203	TRIM37	9606	
6759	TRIM38	9606	
23426	TRIM5	9606	
84027	TRIM52	9606	
29192	TRIM6	9606	
17535	TRIM62	9606	
54625	TRIM68	9606	
363633	TRIM8	9606	
25311	TRIP11	9606	
69131	TRIP12	9606	
66083	TRIP13	9606	
245688	TRIP4	9606	
311245	TRIP6	9606	
290284	TRMT112	9606	
368002	TRRAP	9606	
124905624	TSG101	9606	
5716	TSHR	9606	
309887	TSPY1	9606	
89870	TSPY10	9606	
12428	TSPY2	9606	
67788	TSPY26P	9606	
308537	TSPY3	9606	
14030	TSPY4	9606	
218333	TSPY8	9606	
5599	TSPY9	9606	
69260	TSPYL1	9606	
54133	TSPYL2	9606	
288242	TSPYL4	9606	
10623	TSPYL5	9606	
287828	TSPYL6	9606	
303614	TTC21B	9606	
103537	TTC8	9606	
124905629	TTF2	9606	
51788	TTLL12	9606	
69562	TTTY15	9606	
108160	TULP3	9606	
68196	TXLNG	9606	
76131	TXN	9606	
100911235	TXNIP	9606	
54069	UBA3	9606	
57325	UBB	9606	
83617	UBC	9606	
290350	UBE2A	9606	
60376	UBE2B	9606	
9960	UBE2D1	9606	
308983	UBE2D2	9606	
5393	UBE2D3	9606	
84875	UBE2I	9606	
25822	UBE2L3	9606	
23636	UBE2N	9606	
68058	UBE2O	9606	
55766	UBE2V1	9606	
89819	UBE3A	9606	
18767	UBN1	9606	
19777	UBN2	9606	
310461	UBR2	9606	
68558	UBR5	9606	
114606	UBXN7	9606	
74370	UCHL5	9606	
9326	UHRF1	9606	
22385	UHRF2	9606	
13132	UIMC1	9606	
10370	URI1	9606	
366203	USP11	9606	
18760	USP15	9606	
18002	USP16	9606	
1954	USP2	9606	
64425	USP21	9606	
362194	USP22	9606	
25400	USP3	9606	
23028	USP34	9606	
9442	USP36	9606	
2272	USP47	9606	
64216	USP49	9606	
15193	USP51	9606	
375748	USP7	9606	
109711	USP9X	9606	
362229	USP9Y	9606	
18163	UTF1	9606	
233904	UTP3	9606	
99480	UTP4	9606	
14050	UTY	9606	
81679	UVSSA	9606	
11335	UXT	9606	
71974	VCPKMT	9606	
21853	VCX	9606	
291999	VGLL1	9606	
501625	VGLL2	9606	
8359	VGLL3	9606	
293184	VGLL4	9606	
100911483	VHL	9606	
10221	VPS25	9606	
14004	VPS36	9606	
297627	VPS72	9606	
26754	WAC	9606	
363221	WASL	9606	
10458	WBP2	9606	
17344	WBP2NL	9606	
9425	WDHD1	9606	
362981	WDR43	9606	
55062	WDR5	9606	
109181	WDR5B	9606	
16480	WDR75	9606	
690660	WDR77	9606	
223723	WDTC1	9606	
448828	WFS1	9606	
11124	WIPI1	9606	
19106	WRAP53	9606	
2091	WTIP	9606	
11746	WWC1	9606	
5901	WWOX	9606	
57321	WWP1	9606	
2280	WWP2	9606	
2139	WWTR1	9606	
54401	XIAP	9606	
1488	XPC	9606	
117263	XPO1	9606	
25865	XRCC6	9606	
66403	XRN2	9606	
24839	YAF2	9606	
102182	YAP1	9606	
50708	YEATS2	9606	
113970	YEATS4	9606	
295531	YTHDC1	9606	
9891	YY1AP1	9606	
2071	ZC3H3	9606	
360161	ZCCHC12	9606	
78969	ZCCHC18	9606	
320595	ZCWPW1	9606	
83516	ZCWPW2	9606	
55223	ZDBF2	9606	
72693	ZFP36L1	9606	
133522	ZMIZ1	9606	
100911453	ZMIZ2	9606	
60406	ZMPSTE24	9606	
296099	ZMYM2	9606	
71876	ZMYM5	9606	
140597	ZMYND11	9606	
319164	ZMYND8	9606	
3184	ZNF593	9606	
101631	ZNF618	9606	
360748	ZNF638	9606	
66660	ZNHIT1	9606	
10409	ZNHIT3	9606	
9110	ZNHIT6	9606	
66423	ZRANB2	9606	
683923	ZRANB3	9606	
3508	ZZEF1	9606	
105246	AASS	9606	
27050	AATF	9606	
