GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A7M7C7	Skor2	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:21937600	PR:Q8BUN5	10090	MGI	has_input(PR:Q8BUN5)	F
UniProtKB	O00238	BMPR1B	enables	GO:0046332	SMAD binding	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00034981	9606	UniProt		F
UniProtKB	O00238	BMPR1B	enables	GO:0046332	SMAD binding	ECO:0000314	IDA	PMID:12065756		9606	HGNC-UCL		F
UniProtKB	O00255	MEN1	enables	GO:0070412	R-SMAD binding	ECO:0000353	IPI	PMID:11274402	UniProtKB:P84022	9606	BHF-UCL		F
UniProtKB	O00507	USP9Y	enables	GO:0070410	co-SMAD binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q93008	9606	BHF-UCL		F
UniProtKB	O15105	SMAD7	enables	GO:0070411	I-SMAD binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000344419|UniProtKB:O15105|UniProtKB:O43541|UniProtKB:Q13485|UniProtKB:Q15796|UniProtKB:Q15797	9606	GO_Central		F
UniProtKB	O15105	SMAD7	enables	GO:0070411	I-SMAD binding	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00085404	9606	UniProt		F
UniProtKB	O15105	SMAD7	enables	GO:0070411	I-SMAD binding	ECO:0000353	IPI	PMID:9256479	UniProtKB:O43541	9606	BHF-UCL		F
UniProtKB	O15165	LDLRAD4	enables	GO:0070412	R-SMAD binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043445	9606	InterPro		F
UniProtKB	O15165	LDLRAD4	enables	GO:0070412	R-SMAD binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN001444478|UniProtKB:O15165|UniProtKB:Q969W9	9606	GO_Central		F
UniProtKB	O15165	LDLRAD4	enables	GO:0070412	R-SMAD binding	ECO:0000353	IPI	PMID:24627487	UniProtKB:P84022	9606	UniProt		F
UniProtKB	O15165	LDLRAD4	enables	GO:0070412	R-SMAD binding	ECO:0000353	IPI	PMID:24627487	UniProtKB:Q15796	9606	UniProt		F
UniProtKB	O15169	AXIN1	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:18593713	UniProtKB:O15105	9606	BHF-UCL		F
UniProtKB	O15169	AXIN1	enables	GO:0070411	I-SMAD binding	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1096327|MGI:MGI:1270862|PANTHER:PTN002474405|UniProtKB:O15169	9606	GO_Central		F
UniProtKB	O15169	AXIN1	enables	GO:0070411	I-SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35625|ensembl:ENSMUSP00000073974	9606	Ensembl		F
UniProtKB	O15169	AXIN1	enables	GO:0070411	I-SMAD binding	ECO:0000353	IPI	PMID:16601693	UniProtKB:O15105	9606	BHF-UCL		F
UniProtKB	O15169	AXIN1	enables	GO:0070411	I-SMAD binding	ECO:0000353	IPI	PMID:18593713	UniProtKB:O15105	9606	BHF-UCL		F
UniProtKB	O15169	AXIN1	enables	GO:0070412	R-SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35625|ensembl:ENSMUSP00000073974	9606	Ensembl		F
UniProtKB	O15198	SMAD9	enables	GO:0070411	I-SMAD binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000344419|UniProtKB:O15105|UniProtKB:O43541|UniProtKB:Q13485|UniProtKB:Q15796|UniProtKB:Q15797	9606	GO_Central		F
UniProtKB	O35182	Smad6	enables	GO:0070410	co-SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O43541|ensembl:ENSP00000288840	10090	Ensembl		F
UniProtKB	O35182	Smad6	enables	GO:0070411	I-SMAD binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000344419|UniProtKB:O15105|UniProtKB:O43541|UniProtKB:Q13485|UniProtKB:Q15796|UniProtKB:Q15797	10090	GO_Central		F
UniProtKB	O35182	Smad6	enables	GO:0070411	I-SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O43541|ensembl:ENSP00000288840	10090	Ensembl		F
UniProtKB	O35182	Smad6	enables	GO:0070412	R-SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O43541|ensembl:ENSP00000288840	10090	Ensembl		F
UniProtKB	O35253	Smad7	enables	GO:0070411	I-SMAD binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000344419|UniProtKB:O15105|UniProtKB:O43541|UniProtKB:Q13485|UniProtKB:Q15796|UniProtKB:Q15797	10090	GO_Central		F
UniProtKB	O35253	Smad7	enables	GO:0070411	I-SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O15105|ensembl:ENSP00000262158	10090	Ensembl		F
UniProtKB	O35295	Purb	enables	GO:0046332	SMAD binding	ECO:0000314	IDA	PMID:15282343		10090	MGI		F
UniProtKB	O35625	Axin1	enables	GO:0046332	SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O15169|ensembl:ENSP00000262320	10090	Ensembl		F
UniProtKB	O35625	Axin1	enables	GO:0070411	I-SMAD binding	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1096327|MGI:MGI:1270862|PANTHER:PTN002474405|UniProtKB:O15169	10090	GO_Central		F
UniProtKB	O35625	Axin1	enables	GO:0070411	I-SMAD binding	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00085404|UniProtKB:O15169|ensembl:ENSP00000262320	10090	UniProt		F
UniProtKB	O35625	Axin1	enables	GO:0070411	I-SMAD binding	ECO:0000314	IDA	PMID:16601693		10090	BHF-UCL	part_of(GO:0030511)	F
UniProtKB	O35625	Axin1	enables	GO:0070411	I-SMAD binding	ECO:0000353	IPI	PMID:16601693	PR:O35182	10090	MGI	has_input(PR:O35182)	F
UniProtKB	O35625	Axin1	enables	GO:0070411	I-SMAD binding	ECO:0000353	IPI	PMID:16601693	PR:O35253	10090	MGI	has_input(PR:O35253)	F
UniProtKB	O35625	Axin1	enables	GO:0070412	R-SMAD binding	ECO:0000353	IPI	PMID:16601693	PR:Q8BUN5	10090	MGI	has_input(PR:Q8BUN5)	F
UniProtKB	O35740	Cited2	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:16619037	PR:Q62432	10090	MGI	has_input(PR:Q62432)	F
UniProtKB	O35740	Cited2	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:16619037	PR:Q8BUN5	10090	MGI	has_input(PR:Q8BUN5)	F
UniProtKB	O43294	TGFB1I1	enables	GO:0070411	I-SMAD binding	ECO:0000353	IPI	PMID:18762808	UniProtKB:O15105	9606	BHF-UCL		F
UniProtKB	O43541	SMAD6	enables	GO:0070410	co-SMAD binding	ECO:0000353	IPI	PMID:9256479	UniProtKB:Q13485	9606	BHF-UCL		F
UniProtKB	O43541	SMAD6	enables	GO:0070411	I-SMAD binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000344419|UniProtKB:O15105|UniProtKB:O43541|UniProtKB:Q13485|UniProtKB:Q15796|UniProtKB:Q15797	9606	GO_Central		F
UniProtKB	O43541	SMAD6	enables	GO:0070411	I-SMAD binding	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00085404	9606	UniProt		F
UniProtKB	O43541	SMAD6	enables	GO:0070411	I-SMAD binding	ECO:0000353	IPI	PMID:9256479	UniProtKB:O15105	9606	BHF-UCL		F
UniProtKB	O43541	SMAD6	enables	GO:0070412	R-SMAD binding	ECO:0000353	IPI	PMID:9256479	UniProtKB:Q15796	9606	BHF-UCL		F
UniProtKB	O43541	SMAD6	enables	GO:0070412	R-SMAD binding	ECO:0000353	IPI	PMID:9436979	UniProtKB:Q15797	9606	BHF-UCL		F
UniProtKB	O54835	Smad9	enables	GO:0070411	I-SMAD binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000344419|UniProtKB:O15105|UniProtKB:O43541|UniProtKB:Q13485|UniProtKB:Q15796|UniProtKB:Q15797	10116	GO_Central		F
UniProtKB	O60315	ZEB2	enables	GO:0070412	R-SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9R0G7|ensembl:ENSMUSP00000134849	9606	Ensembl		F
UniProtKB	O70239	Axin1	enables	GO:0046332	SMAD binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O15169	10116	RGD		F
UniProtKB	O70239	Axin1	enables	GO:0070411	I-SMAD binding	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1096327|MGI:MGI:1270862|PANTHER:PTN002474405|UniProtKB:O15169	10116	GO_Central		F
UniProtKB	O70239	Axin1	enables	GO:0070411	I-SMAD binding	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1096327	10116	RGD		F
UniProtKB	O70239	Axin1	enables	GO:0070411	I-SMAD binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O15169	10116	RGD		F
UniProtKB	O70239	Axin1	enables	GO:0070412	R-SMAD binding	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1096327	10116	RGD		F
UniProtKB	O70240	Axin2	enables	GO:0070411	I-SMAD binding	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1096327|MGI:MGI:1270862|PANTHER:PTN002474405|UniProtKB:O15169	10116	GO_Central		F
UniProtKB	O70240	Axin2	enables	GO:0070411	I-SMAD binding	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1270862	10116	RGD		F
UniProtKB	O70240	Axin2	enables	GO:0070411	I-SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88566|ensembl:ENSMUSP00000051331	10116	Ensembl		F
UniProtKB	O70436	Smad2	enables	GO:0046332	SMAD binding	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:108051	10116	RGD		F
UniProtKB	O70436	Smad2	enables	GO:0046332	SMAD binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q15796	10116	RGD		F
UniProtKB	O70436	Smad2	enables	GO:0070410	co-SMAD binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q15796	10116	RGD		F
UniProtKB	O70436	Smad2	enables	GO:0070411	I-SMAD binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000344419|UniProtKB:O15105|UniProtKB:O43541|UniProtKB:Q13485|UniProtKB:Q15796|UniProtKB:Q15797	10116	GO_Central		F
UniProtKB	O70436	Smad2	enables	GO:0070411	I-SMAD binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q15796	10116	RGD		F
UniProtKB	O70436	Smad2	enables	GO:0070412	R-SMAD binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q15796	10116	RGD		F
UniProtKB	O70437	Smad4	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:16959941	RGD:3032	10116	RGD		F
UniProtKB	O70437	Smad4	enables	GO:0070411	I-SMAD binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000344419|UniProtKB:O15105|UniProtKB:O43541|UniProtKB:Q13485|UniProtKB:Q15796|UniProtKB:Q15797	10116	GO_Central		F
UniProtKB	O70437	Smad4	enables	GO:0070411	I-SMAD binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q13485	10116	RGD		F
UniProtKB	O70437	Smad4	enables	GO:0070411	I-SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q13485|ensembl:ENSP00000341551	10116	Ensembl		F
UniProtKB	O70437	Smad4	enables	GO:0070412	R-SMAD binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q13485	10116	RGD		F
UniProtKB	O70437	Smad4	enables	GO:0070412	R-SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q13485|ensembl:ENSP00000341551	10116	Ensembl		F
UniProtKB	O75593	FOXH1	enables	GO:0046332	SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88621|ensembl:ENSMUSP00000036591	9606	Ensembl		F
UniProtKB	O75593	FOXH1	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:21828274	UniProtKB:P84022	9606	BHF-UCL	occurs_in(CL:0002322)	F
UniProtKB	O75593	FOXH1	enables	GO:0070410	co-SMAD binding	ECO:0000315	IMP	PMID:16120611		9606	BHF-UCL		F
UniProtKB	O75593	FOXH1	enables	GO:0070412	R-SMAD binding	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00085407|UniProtKB:O88621|ensembl:ENSMUSP00000036591	9606	UniProt		F
UniProtKB	O75593	FOXH1	enables	GO:0070412	R-SMAD binding	ECO:0000315	IMP	PMID:16120611		9606	BHF-UCL		F
UniProtKB	O75593	FOXH1	enables	GO:0070412	R-SMAD binding	ECO:0000353	IPI	PMID:9389648	UniProtKB:Q15796	9606	BHF-UCL		F
UniProtKB	O75593	FOXH1	enables	GO:0070412	R-SMAD binding	ECO:0000353	IPI	PMID:9702198	UniProtKB:Q15796	9606	BHF-UCL		F
UniProtKB	O88275	Pparg	enables	GO:0070412	R-SMAD binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P37231	10116	RGD		F
UniProtKB	O88382	Magi2	enables	GO:0046332	SMAD binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9WVQ1	10116	UniProt		F
UniProtKB	O88382	Magi2	enables	GO:0046332	SMAD binding	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1354953|PANTHER:PTN002569201	10116	GO_Central		F
UniProtKB	O88382	Magi2	enables	GO:0046332	SMAD binding	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1354953	10116	RGD		F
UniProtKB	O88393	Tgfbr3	enables	GO:0046332	SMAD binding	ECO:0000315	IMP	PMID:17295310		10090	BHF-UCL		F
UniProtKB	O88406	Smad7	enables	GO:0070411	I-SMAD binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000344419|UniProtKB:O15105|UniProtKB:O43541|UniProtKB:Q13485|UniProtKB:Q15796|UniProtKB:Q15797	10116	GO_Central		F
UniProtKB	O88406	Smad7	enables	GO:0070411	I-SMAD binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O15105	10116	RGD		F
UniProtKB	O88566	Axin2	enables	GO:0070411	I-SMAD binding	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1096327|MGI:MGI:1270862|PANTHER:PTN002474405|UniProtKB:O15169	10090	GO_Central		F
UniProtKB	O88566	Axin2	enables	GO:0070411	I-SMAD binding	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00085404	10090	UniProt		F
UniProtKB	O88566	Axin2	enables	GO:0070411	I-SMAD binding	ECO:0000353	IPI	PMID:16601693	PR:O35253	10090	MGI	has_input(PR:O35253)	F
UniProtKB	O88621	Foxh1	enables	GO:0046332	SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O75593|ensembl:ENSP00000366534	10090	Ensembl		F
UniProtKB	O88621	Foxh1	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:9702197	UniProtKB:Q62432	10090	UniProt		F
UniProtKB	O88621	Foxh1	enables	GO:0070410	co-SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O75593|ensembl:ENSP00000366534	10090	Ensembl		F
UniProtKB	O88621	Foxh1	enables	GO:0070412	R-SMAD binding	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00085407|UniProtKB:O75593|ensembl:ENSP00000366534	10090	UniProt		F
UniProtKB	O88621	Foxh1	enables	GO:0070412	R-SMAD binding	ECO:0000314	IDA	PMID:9858566		10090	BHF-UCL		F
UniProtKB	O88797	Dab2	enables	GO:0046332	SMAD binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P98082	10116	RGD		F
UniProtKB	O88797	Dab2	enables	GO:0046332	SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P98082|ensembl:ENSP00000313391	10116	Ensembl		F
UniProtKB	O88939	Zbtb7a	enables	GO:0046332	SMAD binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:O95365	10090	UniProt		F
UniProtKB	O88939	Zbtb7a	enables	GO:0046332	SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O95365|ensembl:ENSP00000323670	10090	Ensembl		F
UniProtKB	O95365	ZBTB7A	enables	GO:0046332	SMAD binding	ECO:0000314	IDA	PMID:25514493		9606	UniProt		F
UniProtKB	O95365	ZBTB7A	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:25514493	UniProtKB:Q13485	9606	UniProt		F
UniProtKB	O95373	IPO7	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:26878725	UniProtKB:Q13485	9606	UniProt		F
UniProtKB	P01100	FOS	enables	GO:0070412	R-SMAD binding	ECO:0000353	IPI	PMID:9732876	UniProtKB:P84022	9606	BHF-UCL		F
UniProtKB	P01101	Fos	enables	GO:0070412	R-SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P01100|ensembl:ENSP00000306245	10090	Ensembl		F
UniProtKB	P02461	COL3A1	enables	GO:0046332	SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P08121|ensembl:ENSMUSP00000085192	9606	Ensembl		F
UniProtKB	P02466	Col1a2	enables	GO:0046332	SMAD binding	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:88468	10116	RGD		F
UniProtKB	P05412	JUN	enables	GO:0070412	R-SMAD binding	ECO:0000353	IPI	PMID:9732876	UniProtKB:P84022	9606	BHF-UCL		F
UniProtKB	P05627	Jun	enables	GO:0070412	R-SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P05412|ensembl:ENSP00000360266	10090	Ensembl		F
UniProtKB	P05997	COL5A2	enables	GO:0046332	SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q3U962|ensembl:ENSMUSP00000083620	9606	Ensembl		F
UniProtKB	P08121	Col3a1	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:14559231	PR:O35253	10090	MGI	has_input(PR:O35253)	F
UniProtKB	P08121	Col3a1	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:14559231	PR:P97471	10090	MGI	has_input(PR:P97471)	F
UniProtKB	P08121	Col3a1	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:14559231	PR:Q8BUN5	10090	MGI	has_input(PR:Q8BUN5)	F
UniProtKB	P08123	COL1A2	enables	GO:0046332	SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q01149|ensembl:ENSMUSP00000031668	9606	Ensembl		F
UniProtKB	P09874	PARP1	enables	GO:0070412	R-SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P27008|ensembl:ENSRNOP00000004232	9606	Ensembl		F
UniProtKB	P12755	SKI	enables	GO:0046332	SMAD binding	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0039932|FB:FBgn0085450|MGI:MGI:3645984|PANTHER:PTN000000299|UniProtKB:P12755|UniProtKB:P12757|UniProtKB:P84550|UniProtKB:Q2VWA4	9606	GO_Central		F
UniProtKB	P12755	SKI	enables	GO:0046332	SMAD binding	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00034981|InterPro:IPR014890	9606	UniProt		F
UniProtKB	P12755	SKI	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:15107821	UniProtKB:Q15796	9606	UniProt		F
UniProtKB	P12755	SKI	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:17469184	UniProtKB:P84022	9606	UniProt		F
UniProtKB	P12755	SKI	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:17469184	UniProtKB:Q13485	9606	UniProt		F
UniProtKB	P12757	SKIL	enables	GO:0046332	SMAD binding	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0039932|FB:FBgn0085450|MGI:MGI:3645984|PANTHER:PTN000000299|UniProtKB:P12755|UniProtKB:P12757|UniProtKB:P84550|UniProtKB:Q2VWA4	9606	GO_Central		F
UniProtKB	P12757	SKIL	enables	GO:0046332	SMAD binding	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00034981|InterPro:IPR014890	9606	UniProt		F
UniProtKB	P12757-1	SKIL	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:12764135	UniProtKB:Q15796	9606	UniProt		F
UniProtKB	P12757-1	SKIL	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:17469184	UniProtKB:P84022	9606	UniProt		F
UniProtKB	P12757-1	SKIL	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:17469184	UniProtKB:Q13485	9606	UniProt		F
UniProtKB	P12841	Fos	enables	GO:0070412	R-SMAD binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P01100	10116	RGD		F
UniProtKB	P12841	Fos	enables	GO:0070412	R-SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P01100|ensembl:ENSP00000306245	10116	Ensembl		F
UniProtKB	P13941	Col3a1	enables	GO:0046332	SMAD binding	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:88453	10116	RGD		F
UniProtKB	P17325	Jun	enables	GO:0070412	R-SMAD binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P05412	10116	RGD		F
UniProtKB	P17844	DDX5	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:18548003	UniProtKB:P84022	9606	BHF-UCL		F
UniProtKB	P17844	DDX5	enables	GO:0070412	R-SMAD binding	ECO:0000353	IPI	PMID:18548003	UniProtKB:Q99717	9606	BHF-UCL		F
UniProtKB	P20650	Ppm1a	enables	GO:0070412	R-SMAD binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P35813	10116	UniProt		F
UniProtKB	P20650	Ppm1a	enables	GO:0070412	R-SMAD binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P35813	10116	RGD		F
UniProtKB	P21333	FLNA	enables	GO:0046332	SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A0A8I5ZV49|ensembl:ENSRNOP00000082035	9606	Ensembl		F
UniProtKB	P25490	YY1	enables	GO:0046332	SMAD binding	ECO:0000315	IMP	PMID:15329343		9606	AgBase		F
UniProtKB	P26342	Tgfbr3	enables	GO:0046332	SMAD binding	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:104637	10116	RGD		F
UniProtKB	P26342	Tgfbr3	enables	GO:0046332	SMAD binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q03167	10116	RGD		F
UniProtKB	P26342	Tgfbr3	enables	GO:0046332	SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q03167|ensembl:ENSP00000212355	10116	Ensembl		F
UniProtKB	P26367	PAX6	enables	GO:0070410	co-SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P63015|ensembl:ENSMUSP00000106716	9606	Ensembl		F
UniProtKB	P26367	PAX6	enables	GO:0070412	R-SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P63015|ensembl:ENSMUSP00000106716	9606	Ensembl		F
UniProtKB	P26367	PAX6	enables	GO:0070412	R-SMAD binding	ECO:0000353	IPI	PMID:17251190	UniProtKB:P84022	9606	BHF-UCL		F
UniProtKB	P27008	Parp1	enables	GO:0070412	R-SMAD binding	ECO:0000353	IPI	PMID:22073128	UniProtKB:P84025	10116	BHF-UCL		F
UniProtKB	P29590	PML	enables	GO:0046332	SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60953|ensembl:ENSMUSP00000082816	9606	Ensembl		F
UniProtKB	P32182	Foxa2	enables	GO:0046332	SMAD binding	ECO:0000314	IDA	PMID:18003659		10116	RGD		F
UniProtKB	P35222	CTNNB1	enables	GO:0046332	SMAD binding	ECO:0000353	IPI	PMID:18593713	UniProtKB:O15105	9606	BHF-UCL		F
UniProtKB	P35222	CTNNB1	enables	GO:0070411	I-SMAD binding	ECO:0000353	IPI	PMID:18593713	UniProtKB:O15105	9606	BHF-UCL		F
UniProtKB	P35813	PPM1A	enables	GO:0070412	R-SMAD binding	ECO:0000353	IPI	PMID:16751101	UniProtKB:Q15796	9606	UniProt		F
UniProtKB	P36894	BMPR1A	enables	GO:0046332	SMAD binding	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00034981	9606	UniProt		F
UniProtKB	P36894	BMPR1A	enables	GO:0046332	SMAD binding	ECO:0000314	IDA	PMID:12065756		9606	HGNC-UCL		F
UniProtKB	P36895	Bmpr1a	enables	GO:0046332	SMAD binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P36894|ensembl:ENSP00000361107	10090	Ensembl		F
UniProtKB	P36896	ACVR1B	enables	GO:0046332	SMAD binding	ECO:0000314	IDA	PMID:12065756		9606	HGNC-UCL		F
UniProtKB	P36896	ACVR1B	enables	GO:0070411	I-SMAD binding	ECO:0000353	IPI	PMID:16720724	UniProtKB:O15105	9606	BHF-UCL		F
UniProtKB	P36897	TGFBR1	enables	GO:0046332	SMAD binding	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98728|PANTHER:PTN002758352|UniProtKB:P36897	9606	GO_Central		F
