GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	Q923E4	Sirt1	enables	GO:0002039	p53 binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q96EB6|ensembl:ENSP00000212015	10090	Ensembl		F
UniProtKB	Q923E4	Sirt1	enables	GO:0002039	p53 binding	ECO:0000353	IPI	PMID:11672522	UniProtKB:P02340	10090	BHF-UCL		F
UniProtKB	Q92793	CREBBP	enables	GO:0002039	p53 binding	ECO:0000353	IPI	PMID:9194565	UniProtKB:P04637	9606	UniProt		F
UniProtKB	Q93009	USP7	enables	GO:0002039	p53 binding	ECO:0000314	IDA	PMID:20096447		9606	UniProt		F
UniProtKB	Q969K3	RNF34	enables	GO:0002039	p53 binding	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00087974	9606	UniProt		F
UniProtKB	Q969K3	RNF34	enables	GO:0002039	p53 binding	ECO:0000353	IPI	PMID:17121812	UniProtKB:P04637	9606	UniProt		F
UniProtKB	Q969K3	RNF34	enables	GO:0002039	p53 binding	ECO:0000353	IPI	PMID:18382127	UniProtKB:P04637	9606	UniProt		F
UniProtKB	Q969V5	MUL1	enables	GO:0002039	p53 binding	ECO:0000353	IPI	PMID:21597459	UniProtKB:P04637	9606	UniProt		F
UniProtKB	Q96EB6	SIRT1	enables	GO:0002039	p53 binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		F
UniProtKB	Q96EB6	SIRT1	enables	GO:0002039	p53 binding	ECO:0000353	IPI	PMID:11672523	UniProtKB:P04637	9606	BHF-UCL		F
UniProtKB	Q96EQ8	RNF125	enables	GO:0002039	p53 binding	ECO:0000353	IPI	PMID:25591766	UniProtKB:P04637	9606	UniProt		F
UniProtKB	Q96KQ4	PPP1R13B	enables	GO:0002039	p53 binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR047163	9606	InterPro		F
UniProtKB	Q96KQ4	PPP1R13B	enables	GO:0002039	p53 binding	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN001538228|UniProtKB:Q13625|WB:WBGene00000146	9606	GO_Central		F
UniProtKB	Q96KQ7	EHMT2	enables	GO:0002039	p53 binding	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00087974|InterPro:IPR038034|InterPro:IPR043550	9606	UniProt		F
UniProtKB	Q96KQ7	EHMT2	enables	GO:0002039	p53 binding	ECO:0000353	IPI	PMID:20118233	UniProtKB:P04637	9606	UniProt		F
UniProtKB	Q96PM5	RCHY1	enables	GO:0002039	p53 binding	ECO:0000353	IPI	PMID:19043414	UniProtKB:P04637	9606	UniProt		F
UniProtKB	Q96PM9	ZNF385A	enables	GO:0002039	p53 binding	ECO:0000353	IPI	PMID:17719541	UniProtKB:P04637	9606	UniProt		F
UniProtKB	Q96S44	TP53RK	enables	GO:0002039	p53 binding	ECO:0000314	IDA	PMID:11546806		9606	HGNC-UCL		F
UniProtKB	Q99973	TEP1	enables	GO:0002039	p53 binding	ECO:0000353	IPI	PMID:10597287	UniProtKB:P04637	9606	BHF-UCL		F
UniProtKB	Q99KR6	Rnf34	enables	GO:0002039	p53 binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q969K3|ensembl:ENSP00000355137	10090	Ensembl		F
UniProtKB	Q9BV47	DUSP26	enables	GO:0002039	p53 binding	ECO:0000353	IPI	PMID:20562916	UniProtKB:P04637	9606	UniProt		F
UniProtKB	Q9CR42	Ankrd1	enables	GO:0002039	p53 binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q15327|ensembl:ENSP00000360762	10090	Ensembl		F
UniProtKB	Q9CR50	Rchy1	enables	GO:0002039	p53 binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q96PM5|ensembl:ENSP00000321239	10090	Ensembl		F
UniProtKB	Q9CXT6	Kdm8	enables	GO:0002039	p53 binding	ECO:0000314	IDA	PMID:26334721		10090	MGI		F
UniProtKB	Q9D700	Dusp26	enables	GO:0002039	p53 binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9BV47|ensembl:ENSP00000256261	10090	Ensembl		F
UniProtKB	Q9D8Z2	Triap1	enables	GO:0002039	p53 binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O43715|ensembl:ENSP00000449795	10090	Ensembl		F
UniProtKB	Q9D9R0	Rnf125	enables	GO:0002039	p53 binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q96EQ8|ensembl:ENSP00000217740	10090	Ensembl		F
UniProtKB	Q9DCP9	Dazap2	enables	GO:0002039	p53 binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q15038	10090	UniProt		F
UniProtKB	Q9DCP9	Dazap2	enables	GO:0002039	p53 binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q15038|ensembl:ENSP00000394699	10090	Ensembl		F
UniProtKB	Q9ESU6	Brd4	enables	GO:0002039	p53 binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:O60885	10090	UniProt		F
UniProtKB	Q9H3D4	TP63	enables	GO:0002039	p53 binding	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00087974	9606	UniProt		F
UniProtKB	Q9H3D4	TP63	enables	GO:0002039	p53 binding	ECO:0000353	IPI	PMID:25417702	UniProtKB:P04637	9606	CAFA		F
UniProtKB	Q9H4B4	PLK3	enables	GO:0002039	p53 binding	ECO:0000314	IDA	PMID:11447225		9606	UniProt		F
UniProtKB	Q9H9B1	EHMT1	enables	GO:0002039	p53 binding	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00087974|InterPro:IPR038035|InterPro:IPR043550	9606	UniProt		F
UniProtKB	Q9H9B1	EHMT1	enables	GO:0002039	p53 binding	ECO:0000353	IPI	PMID:20118233	UniProtKB:P04637	9606	UniProt		F
UniProtKB	Q9HB09	BCL2L12	enables	GO:0002039	p53 binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D3J3|ensembl:ENSMUSP00000003290	9606	Ensembl		F
UniProtKB	Q9HCK8	CHD8	enables	GO:0002039	p53 binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q09XV5	9606	UniProt		F
UniProtKB	Q9HCK8	CHD8	enables	GO:0002039	p53 binding	ECO:0000501	IEA	GO_REF:0000120	UniProtKB:Q09XV5|ensembl:ENSMUSP00000142890|UniRule:UR000369261	9606	UniProt		F
UniProtKB	Q9JIX5	Chd8	enables	GO:0002039	p53 binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q09XV5	10116	UniProt		F
UniProtKB	Q9JIX5	Chd8	enables	GO:0002039	p53 binding	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1915022	10116	RGD		F
UniProtKB	Q9JIX5	Chd8	enables	GO:0002039	p53 binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000369261	10116	UniProt		F
UniProtKB	Q9JJP2	Tp73	enables	GO:0002039	p53 binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O15350|ensembl:ENSP00000367545	10090	Ensembl		F
UniProtKB	Q9JJP6	Tp63	enables	GO:0002039	p53 binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9H3D4	10116	RGD		F
UniProtKB	Q9JJP6	Tp63	enables	GO:0002039	p53 binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9H3D4|ensembl:ENSP00000264731	10116	Ensembl		F
UniProtKB	Q9NPI1	BRD7	enables	GO:0002039	p53 binding	ECO:0000353	IPI	PMID:20228809	UniProtKB:P04637	9606	UniProt		F
UniProtKB	Q9NRG4	SMYD2	enables	GO:0002039	p53 binding	ECO:0000353	IPI	PMID:17108971	UniProtKB:P04637	9606	UniProt		F
UniProtKB	Q9NXV6	CDKN2AIP	enables	GO:0002039	p53 binding	ECO:0000314	IDA	PMID:15109303		9606	BHF-UCL		F
UniProtKB	Q9NZM5	NOP53	enables	GO:0002039	p53 binding	ECO:0000353	IPI	PMID:22522597	UniProtKB:P04637	9606	UniProt		F
UniProtKB	Q9R011	Plk3	enables	GO:0002039	p53 binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9H4B4	10116	UniProt		F
UniProtKB	Q9R011	Plk3	enables	GO:0002039	p53 binding	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9H4B4	10116	RGD		F
UniProtKB	Q9R011	Plk3	enables	GO:0002039	p53 binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9H4B4|ensembl:ENSP00000361275	10116	Ensembl		F
UniProtKB	Q9UER7	DAXX	enables	GO:0002039	p53 binding	ECO:0000353	IPI	PMID:16845383	UniProtKB:P04637	9606	UniProt		F
UniProtKB	Q9WTK7	Stk11	enables	GO:0002039	p53 binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q15831	10090	UniProt		F
UniProtKB	Q9WTK7	Stk11	enables	GO:0002039	p53 binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q15831|ensembl:ENSP00000324856	10090	Ensembl		F
UniProtKB	Q9WV60	Gsk3b	enables	GO:0002039	p53 binding	ECO:0000266	ISO	GO_REF:0000008	UniProtKB:P49841	10090	MGI		F
UniProtKB	Q9WV70	Noc2l	enables	GO:0002039	p53 binding	ECO:0000247	ISA	PMID:16322561	RefSeq:NP_05647	10090	MGI		F
UniProtKB	Q9Z0H3	Smarcb1	enables	GO:0002039	p53 binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q12824|ensembl:ENSP00000494049	10090	Ensembl		F
UniProtKB	Q9Z148	Ehmt2	enables	GO:0002039	p53 binding	ECO:0000501	IEA	GO_REF:0000120	UniProtKB:Q96KQ7|ensembl:ENSP00000364687|InterPro:IPR038034|InterPro:IPR043550	10090	UniProt		F
