Gene ID	Symbol	TaxID
4205	MEF2A	9606
17259	Mef2b	10090
100271849	MEF2B	9606
498607	Mef2b	10116
17260	Mef2c	10090
4208	MEF2C	9606
17261	Mef2d	10090
4209	MEF2D	9606
81518	Mef2d	10116
4211	MEIS1	9606
17268	Meis1	10090
17536	Meis2	10090
4212	MEIS2	9606
56917	MEIS3	9606
17283	Men1	10090
17285	Meox1	10090
363684	Meox1	10116
4222	MEOX1	9606
17286	Meox2	10090
4223	MEOX2	9606
29279	Meox2	10116
55897	MESP1	9606
17292	Mesp1	10090
17293	Mesp2	10090
145873	MESP2	9606
29808	Mga	10090
23269	MGA	9606
71148	Mier1	10090
57708	MIER1	9606
166968	MIER3	9606
17342	Mitf	10090
4286	MITF	9606
27217	Mixl1	10090
83881	MIXL1	9606
210719	Mkx	10090
291228	Mkx	10116
283078	MKX	9606
21428	Mlx	10090
6945	MLX	9606
360631	Mlx	10116
22877	MLXIP	9606
58805	Mlxipl	10090
51085	MLXIPL	9606
17428	Mnt	10090
4335	MNT	9606
15285	Mnx1	10090
3110	MNX1	9606
29508	Nfya	10116
24577	Myc	10116
223701	Mrtfa	10090
9242	MSC	9606
56184	Msgn1	10090
17701	Msx1	10090
81710	Msx1	10116
4487	MSX1	9606
17702	Msx2	10090
25483	Msx2	10116
4488	MSX2	9606
64520	Mta1	10116
9112	MTA1	9606
23942	Mta2	10090
116871	Mta3	10090
116870	Mta1	10090
9219	MTA2	9606
57504	MTA3	9606
7978	MTERF1	9606
51001	MTERF3	9606
17764	Mtf1	10090
362591	Mtf1	10116
4520	MTF1	9606
22823	MTF2	9606
17119	Mxd1	10090
4084	MXD1	9606
17121	Mxd3	10090
83463	MXD3	9606
10608	MXD4	9606
17859	Mxi1	10090
4601	MXI1	9606
17863	Myb	10090
4602	MYB	9606
17864	Mybl1	10090
4603	MYBL1	9606
17865	Mybl2	10090
4605	MYBL2	9606
17869	Myc	10090
107771	Bmyc	10090
311807	Bmyc	10116
4609	MYC	9606
4610	MYCL	9606
16918	Mycl	10090
18109	Mycn	10090
298894	Mycn	10116
4613	MYCN	9606
25628	Nkx2-1	10116
17876	Myef2	10090
17877	Myf5	10090
299766	Myf5	10116
4617	MYF5	9606
17878	Myf6	10090
4618	MYF6	9606
17927	Myod1	10090
4654	MYOD1	9606
337868	Myod1	10116
17928	Myog	10090
29148	Myog	10116
4656	MYOG	9606
225908	Myrf	10090
293736	Myrf	10116
745	MYRF	9606
114803	MYSM1	9606
4661	MYT1	9606
240690	St18	10090
17933	Myt1l	10090
17932	Myt1	10090
362291	Myt1	10116
23040	MYT1L	9606
361508	Mzf1	10116
7593	MZF1	9606
109889	Mzf1	10090
66830	Nacc1	10090
171454	Nacc1	10116
112939	NACC1	9606
67991	Nacc2	10090
138151	NACC2	9606
203245	NAIF1	9606
79923	NANOG	9606
71950	Nanog	10090
414065	Nanog	10116
388112	NANOGP8	9606
17977	Ncoa1	10090
8648	NCOA1	9606
313929	Ncoa1	10116
83724	Ncoa2	10116
10499	NCOA2	9606
17979	Ncoa3	10090
17978	Ncoa2	10090
8202	NCOA3	9606
20185	Ncor1	10090
9611	NCOR1	9606
20602	Ncor2	10090
360801	Ncor2	10116
9612	NCOR2	9606
156726	Runx3	10116
18012	Neurod1	10090
29458	Neurod1	10116
4760	NEUROD1	9606
18013	Neurod2	10090
54276	Neurod2	10116
4761	NEUROD2	9606
11923	Neurod4	10090
58158	NEUROD4	9606
11922	Neurod6	10090
500137	Neurod6	10116
63974	NEUROD6	9606
18014	Neurog1	10090
4762	NEUROG1	9606
11924	Neurog2	10090
63973	NEUROG2	9606
295475	Neurog2	10116
11925	Neurog3	10090
60329	Neurog3	10116
50674	NEUROG3	9606
54446	Nfat5	10090
307820	Nfat5	10116
10725	NFAT5	9606
18018	Nfatc1	10090
100361818	Nfatc1	10116
4772	NFATC1	9606
18019	Nfatc2	10090
311658	Nfatc2	10116
4773	NFATC2	9606
18021	Nfatc3	10090
361400	Nfatc3	10116
4775	NFATC3	9606
73181	Nfatc4	10090
305897	Nfatc4	10116
4776	NFATC4	9606
18022	Nfe2	10090
366998	Nfe2	10116
4778	NFE2	9606
18023	Nfe2l1	10090
4779	NFE2L1	9606
18024	Nfe2l2	10090
4780	NFE2L2	9606
18025	Nfe2l3	10090
9603	NFE2L3	9606
58160	NFE4	9606
25492	Nfia	10116
4774	NFIA	9606
18027	Nfia	10090
18028	Nfib	10090
4781	NFIB	9606
18032	Nfix	10090
81524	Nfix	10116
29227	Nfib	10116
18029	Nfic	10090
4782	NFIC	9606
18030	Nfil3	10090
114519	Nfil3	10116
4783	NFIL3	9606
4784	NFIX	9606
18033	Nfkb1	10090
81736	Nfkb1	10116
4790	NFKB1	9606
18034	Nfkb2	10090
4791	NFKB2	9606
18037	Nfkbie	10090
4794	NFKBIE	9606
4799	NFX1	9606
18044	Nfya	10090
4800	NFYA	9606
18045	Nfyb	10090
4801	NFYB	9606
18046	Nfyc	10090
25337	Nfyc	10116
4802	NFYC	9606
18071	Nhlh1	10090
4807	NHLH1	9606
18072	Nhlh2	10090
4808	NHLH2	9606
55922	NKRF	9606
672284	Nkx1-1	10090
20231	Nkx1-2	10090
21869	Nkx2-1	10090
7080	NKX2-1	9606
18088	Nkx2-2	10090
366214	Nkx2-2	10116
4821	NKX2-2	9606
18089	Nkx2-3	10090
159296	NKX2-3	9606
644524	NKX2-4	9606
18091	Nkx2-5	10090
114109	Nkx2-5	10116
1482	NKX2-5	9606
18092	Nkx2-6	10090
137814	NKX2-6	9606
18094	Nkx2-9	10090
26257	NKX2-8	9606
18095	Nkx3-1	10090
4824	NKX3-1	9606
12020	Nkx3-2	10090
579	NKX3-2	9606
4825	NKX6-1	9606
18096	Nkx6-1	10090
14912	Nkx6-2	10090
65193	Nkx6-1	10116
309095	Nkx6-2	10116
84504	NKX6-2	9606
157848	NKX6-3	9606
4831	NME2	9606
18291	Nobox	10090
135935	NOBOX	9606
53610	Nono	10090
317259	Nono	10116
4841	NONO	9606
18129	Notch2	10090
18128	Notch1	10090
25496	Notch1	10116
384452	Noto	10090
18142	Npas1	10090
4861	NPAS1	9606
4862	NPAS2	9606
316351	Npas2	10116
27386	Npas3	10090
225872	Npas4	10090
266734	Npas4	10116
266743	NPAS4	9606
364152	Phox2b	10116
11614	Nr0b1	10090
58850	Nr0b1	10116
190	NR0B1	9606
23957	Nr0b2	10090
8431	NR0B2	9606
217166	Nr1d1	10090
252917	Nr1d1	10116
9572	NR1D1	9606
353187	Nr1d2	10090
259241	Nr1d2	10116
9975	NR1D2	9606
22260	Nr1h2	10090
7376	NR1H2	9606
22259	Nr1h3	10090
58852	Nr1h3	10116
10062	NR1H3	9606
20186	Nr1h4	10090
60351	Nr1h4	10116
9971	NR1H4	9606
18171	Nr1i2	10090
8856	NR1I2	9606
84385	Nr1i2	10116
12355	Nr1i3	10090
65035	Nr1i3	10116
9970	NR1I3	9606
7181	NR2C1	9606
22026	Nr2c2	10090
22025	Nr2c1	10090
7182	NR2C2	9606
21907	Nr2e1	10090
7101	NR2E1	9606
23958	Nr2e3	10090
10002	NR2E3	9606
7025	NR2F1	9606
13865	Nr2f1	10090
11819	Nr2f2	10090
13864	Nr2f6	10090
113984	Nr2f2	10116
81808	Nr2f1	10116
245980	Nr2f6	10116
7026	NR2F2	9606
2063	NR2F6	9606
14815	Nr3c1	10090
24413	Nr3c1	10116
2908	NR3C1	9606
110784	Nr3c2	10090
25672	Nr3c2	10116
4306	NR3C2	9606
15370	Nr4a1	10090
3164	NR4A1	9606
79240	Nr4a1	10116
18227	Nr4a2	10090
4929	NR4A2	9606
18124	Nr4a3	10090
8013	NR4A3	9606
58853	Nr4a3	10116
26423	Nr5a1	10090
83826	Nr5a1	10116
2516	NR5A1	9606
26424	Nr5a2	10090
60349	Nr5a2	10116
2494	NR5A2	9606
14536	Nr6a1	10090
2649	NR6A1	9606
362125	Nr6a1	10116
18181	Nrf1	10090
4899	NRF1	9606
18185	Nrl	10090
4901	NRL	9606
107823	Nsd2	10090
7468	NSD2	9606
9423	NTN1	9606
58820	Zfp148	10116
50914	Olig1	10090
60394	Olig1	10116
116448	OLIG1	9606
50913	Olig2	10090
304103	Olig2	10116
10215	OLIG2	9606
94222	Olig3	10090
15379	Onecut1	10090
25231	Onecut1	10116
3175	ONECUT1	9606
225631	Onecut2	10090
9480	ONECUT2	9606
390874	ONECUT3	9606
170639	Or51e2	10090
81285	OR51E2	9606
23967	Osr1	10090
298878	Osr1	10116
130497	OSR1	9606
107587	Osr2	10090
116039	OSR2	9606
18420	Otp	10090
23440	OTP	9606
5013	OTX1	9606
305858	Otx2	10116
5015	OTX2	9606
18426	Ovol1	10090
5017	OVOL1	9606
107586	Ovol2	10090
58495	OVOL2	9606
5036	PA2G4	9606
71904	Paqr7	10090
164091	PAQR7	9606
74229	Paqr8	10090
85315	PAQR8	9606
139135	PASD1	9606
56218	Patz1	10090
23598	PATZ1	9606
18503	Pax1	10090
5075	PAX1	9606
18504	Pax2	10090
5076	PAX2	9606
5077	PAX3	9606
18505	Pax3	10090
18509	Pax7	10090
500574	Pax7	10116
18506	Pax4	10090
5078	PAX4	9606
83630	Pax4	10116
18507	Pax5	10090
500453	Pax5	10116
5079	PAX5	9606
18508	Pax6	10090
5080	PAX6	9606
25509	Pax6	10116
5081	PAX7	9606
18510	Pax8	10090
7849	PAX8	9606
81819	Pax8	10116
18511	Pax9	10090
5083	PAX9	9606
66923	Pbrm1	10090
55193	PBRM1	9606
5087	PBX1	9606
18514	Pbx1	10090
18516	Pbx3	10090
311876	Pbx3	10116
304947	Pbx1	10116
18515	Pbx2	10090
5089	PBX2	9606
5090	PBX3	9606
80720	Pbx4	10090
80714	PBX4	9606
23983	Pcbp1	10090
5093	PCBP1	9606
7703	PCGF2	9606
84108	PCGF6	9606
5139	PDE3A	9606
54611	Pde3a	10090
50678	Pde3a	10116
18609	Pdx1	10090
29535	Pdx1	10116
3651	PDX1	9606
5178	PEG3	9606
18616	Peg3	10090
103691034	Peg3	10116
84547	PGBD1	9606
18667	Pgr	10090
25154	Pgr	10116
5241	PGR	9606
10424	PGRMC2	9606
5252	PHF1	9606
288906	Rfx1	10116
26147	PHF19	9606
51230	PHF20	9606
51317	PHF21A	9606
68479	Phf5a	10090
192246	Phf5a	10116
84844	PHF5A	9606
11859	Phox2a	10090
401	PHOX2A	9606
116648	Phox2a	10116
18935	Phox2b	10090
8929	PHOX2B	9606
10745	PHTF1	9606
5300	PIN1	9606
5307	PITX1	9606
18741	Pitx2	10090
18740	Pitx1	10090
113983	Pitx1	10116
5308	PITX2	9606
18742	Pitx3	10090
29609	Pitx3	10116
5309	PITX3	9606
18771	Pknox1	10090
5316	PKNOX1	9606
208076	Pknox2	10090
63876	PKNOX2	9606
56711	Plag1	10090
297804	Plag1	10116
5324	PLAG1	9606
25157	Plagl1	10116
22634	Plagl1	10090
5325	PLAGL1	9606
54711	Plagl2	10090
5326	PLAGL2	9606
50552	Zfp292	10116
5359	PLSCR1	9606
22038	Plscr1	10090
229584	Pogz	10090
23126	POGZ	9606
18736	Pou1f1	10090
25517	Pou1f1	10116
5449	POU1F1	9606
5450	POU2AF1	9606
18986	Pou2f1	10090
171068	Pou2f1	10116
5451	POU2F1	9606
18987	Pou2f2	10090
117058	Pou2f2	10116
5452	POU2F2	9606
18988	Pou2f3	10090
25833	POU2F3	9606
18991	Pou3f1	10090
192110	Pou3f1	10116
5453	POU3F1	9606
18992	Pou3f2	10090
5454	POU3F2	9606
18993	Pou3f3	10090
5455	POU3F3	9606
18994	Pou3f4	10090
5456	POU3F4	9606
18996	Pou4f1	10090
114503	Pou4f1	10116
5457	POU4F1	9606
18997	Pou4f2	10090
5458	POU4F2	9606
171355	Pou4f2	10116
18998	Pou4f3	10090
364855	Pou4f3	10116
5459	POU4F3	9606
5460	POU5F1	9606
18999	Pou5f1	10090
5462	POU5F1B	9606
19009	Pou6f1	10090
116545	Pou6f1	10116
5463	POU6F1	9606
11281	POU6F2	9606
19013	Ppara	10090
5465	PPARA	9606
19015	Ppard	10090
25682	Ppard	10116
5467	PPARD	9606
19016	Pparg	10090
5468	PPARG	9606
333654	Ppp1r13l	10090
10848	PPP1R13L	9606
17872	Ppp1r15a	10090
118471	PRAP1	9606
12142	Prdm1	10090
639	PRDM1	9606
382066	Prdm10	10090
56980	PRDM10	9606
381359	Prdm12	10090
59335	PRDM12	9606
230025	Prdm13	10090
59336	PRDM13	9606
383491	Prdm14	10090
63978	PRDM14	9606
114604	Prdm15	10090
63977	PRDM15	9606
63976	PRDM16	9606
110593	Prdm2	10090
7799	PRDM2	9606
72843	Prdm4	10090
11108	PRDM4	9606
70779	Prdm5	10090
11107	PRDM5	9606
225518	Prdm6	10090
93166	PRDM6	9606
213389	Prdm9	10090
77630	Prdm8	10090
56978	PRDM8	9606
56979	PRDM9	9606
50907	Preb	10090
10113	PREB	9606
10196	PRMT3	9606
19127	Prop1	10090
266738	Prop1	10116
5626	PROP1	9606
19130	Prox1	10090
305066	Prox1	10116
5629	PROX1	9606
57479	PRR12	9606
362675	Tp73	10116
5396	PRRX1	9606
20204	Prrx2	10090
18933	Prrx1	10090
266813	Prrx1	10116
113931	Prrx2	10116
51450	PRRX2	9606
66645	Pspc1	10090
55269	PSPC1	9606
19213	Ptf1a	10090
117034	Ptf1a	10116
256297	PTF1A	9606
307498	Pura	10116
5813	PURA	9606
19291	Purb	10090
19290	Pura	10090
498407	Purb	10116
5814	PURB	9606
5896	RAG1	9606
5914	RARA	9606
24706	Rarb	10116
218772	Rarb	10090
19411	Rarg	10090
19401	Rara	10090
24705	Rara	10116
5915	RARB	9606
5916	RARG	9606
19434	Rax	10090
114213	Rax	10116
30062	RAX	9606
84839	RAX2	9606
57786	RBAK	9606
100416706	Zfp729b	10090
22689	Zfp27	10090
210105	Zfp719	10090
10616	RBCK1	9606
94188	Zfp423	10116
19664	Rbpj	10090
679028	Rbpj	10116
3516	RBPJ	9606
19668	Rbpjl	10090
11317	RBPJL	9606
64145	RBSN	9606
319817	Rc3h2	10090
54542	RC3H2	9606
217864	Rcor1	10090
102554884	Rcor1	10116
23186	RCOR1	9606
104383	Rcor2	10090
283248	RCOR2	9606
55758	RCOR3	9606
19696	Rel	10090
5966	REL	9606
19697	Rela	10090
309165	Rela	10116
5970	RELA	9606
19698	Relb	10090
5971	RELB	9606
29803	REPIN1	9606
68703	Rere	10090
19712	Rest	10090
83618	Rest	10116
5978	REST	9606
5989	RFX1	9606
19724	Rfx1	10090
19725	Rfx2	10090
19726	Rfx3	10090
301121	Rfx2	10116
5990	RFX2	9606
5991	RFX3	9606
71137	Rfx4	10090
5992	RFX4	9606
5993	RFX5	9606
320995	Rfx6	10090
222546	RFX6	9606
319758	Rfx7	10090
64864	RFX7	9606
731220	RFX8	9606
19727	Rfxank	10090
8625	RFXANK	9606
170767	Rfxap	10090
5994	RFXAP	9606
158800	RHOXF1	9606
84528	RHOXF2	9606
6018	RLF	9606
109263	Rlf	10090
30046	Zfp292	10090
19883	Rora	10090
300807	Rora	10116
6095	RORA	9606
225998	Rorb	10090
309288	Rorb	10116
6096	RORB	9606
19885	Rorc	10090
6097	RORC	9606
84382	Tcf4	10116
78968	Srebf1	10116
306547	Thap1	10116
68750	Rreb1	10090
306873	Rreb1	10116
6239	RREB1	9606
861	RUNX1	9606
12394	Runx1	10090
12399	Runx3	10090
50662	Runx1	10116
12393	Runx2	10090
367218	Runx2	10116
860	RUNX2	9606
864	RUNX3	9606
25271	Rxra	10116
6256	RXRA	9606
20183	Rxrg	10090
20181	Rxra	10090
20182	Rxrb	10090
361801	Rxrb	10116
6257	RXRB	9606
83574	Rxrg	10116
6258	RXRG	9606
6294	SAFB	9606
9667	SAFB2	9606
6299	SALL1	9606
58198	Sall1	10090
20689	Sall3	10090
50524	Sall2	10090
6297	SALL2	9606
27164	SALL3	9606
99377	Sall4	10090
686412	Sall4	10116
57167	SALL4	9606
6304	SATB1	9606
20230	Satb1	10090
212712	Satb2	10090
23314	SATB2	9606
114821	SCAND3	9606
256380	SCML4	9606
83482	SCRT1	9606
545474	Scrt2	10090
20289	Scx	10090
680712	Scx	10116
642658	SCX	9606
645832	SEBOX	9606
26040	SETBP1	9606
9869	SETDB1	9606
83852	SETDB2	9606
71514	Sfpq	10090
252855	Sfpq	10116
6421	SFPQ	9606
314988	Zhx2	10116
9905	SGSM2	9606
6473	SHOX	9606
20429	Shox2	10090
6474	SHOX2	9606
20465	Sim2	10090
20464	Sim1	10090
304071	Sim2	10116
6493	SIM2	9606
6495	SIX1	9606
20471	Six1	10090
20472	Six2	10090
366542	Six2	10116
10736	SIX2	9606
20473	Six3	10090
6496	SIX3	9606
20474	Six4	10090
51804	SIX4	9606
20475	Six5	10090
147912	SIX5	9606
20476	Six6	10090
4990	SIX6	9606
20481	Ski	10090
6497	SKI	9606
20482	Skil	10090
6498	SKIL	9606
390598	SKOR1	9606
664805	Skor2	10090
83586	Usf1	10116
56731	SLC2A4RG	9606
25671	Smad1	10116
4086	SMAD1	9606
55994	Smad9	10090
17125	Smad1	10090
17129	Smad5	10090
4087	SMAD2	9606
17127	Smad3	10090
17126	Smad2	10090
29357	Smad2	10116
4088	SMAD3	9606
17128	Smad4	10090
4089	SMAD4	9606
59328	Smad5	10116
4090	SMAD5	9606
17130	Smad6	10090
367100	Smad6	10116
4091	SMAD6	9606
17131	Smad7	10090
81516	Smad7	10116
4092	SMAD7	9606
4093	SMAD9	9606
6594	SMARCA1	9606
93762	Smarca5	10090
93761	Smarca1	10090
8467	SMARCA5	9606
6599	SMARCC1	9606
20588	Smarcc1	10090
68094	Smarcc2	10090
6601	SMARCC2	9606
303518	Smarce1	10116
6605	SMARCE1	9606
57376	Smarce1	10090
64754	SMYD3	9606
20613	Snai1	10090
116490	Snai1	10116
6615	SNAI1	9606
20583	Snai2	10090
25554	Snai2	10116
6591	SNAI2	9606
30927	Snai3	10090
333929	SNAI3	9606
6621	SNAPC4	9606
402381	SOHLH1	9606
227631	Sohlh1	10090
54937	SOHLH2	9606
6651	SON	9606
20664	Sox1	10090
6656	SOX1	9606
6663	SOX10	9606
20665	Sox10	10090
29361	Sox10	10116
140586	Sox9	10116
20666	Sox11	10090
84046	Sox11	10116
6664	SOX11	9606
6666	SOX12	9606
20667	Sox12	10090
9580	SOX13	9606
8403	SOX14	9606
21674	Sry	10090
25221	Sry	10116
20670	Sox15	10090
6665	SOX15	9606
20671	Sox17	10090
64321	SOX17	9606
20672	Sox18	10090
54345	SOX18	9606
20682	Sox9	10090
20681	Sox8	10090
20674	Sox2	10090
499593	Sox2	10116
6657	SOX2	9606
223227	Sox21	10090
11166	SOX21	9606
20675	Sox3	10090
6658	SOX3	9606
214105	Sox30	10090
11063	SOX30	9606
20677	Sox4	10090
6659	SOX4	9606
140587	Sox5	10116
6660	SOX5	9606
20679	Sox6	10090
20678	Sox5	10090
293165	Sox6	10116
55553	SOX6	9606
20680	Sox7	10090
290317	Sox7	10116
83595	SOX7	9606
30812	SOX8	9606
6662	SOX9	9606
6667	SP1	9606
6672	SP100	9606
434484	Sp140	10090
109032	Sp110	10090
3431	SP110	9606
11262	SP140	9606
78912	Sp2	10090
303499	Sp2	10116
6668	SP2	9606
367846	Sp3	10116
6670	SP3	9606
20688	Sp4	10090
25162	Sp4	10116
6671	SP4	9606
64406	Sp5	10090
389058	SP5	9606
83395	Sp6	10090
363672	Sp6	10116
80320	SP6	9606
170574	Sp7	10090
121340	SP7	9606
221833	SP8	9606
320145	Sp8	10090
381373	Sp9	10090
100131390	SP9	9606
30051	Spdef	10090
25803	SPDEF	9606
56381	Spen	10090
23013	SPEN	9606
20375	Spi1	10090
366126	Spi1	10116
6688	SPI1	9606
272382	Spib	10090
6689	SPIB	9606
20728	Spic	10090
121599	SPIC	9606
79401	Spz1	10090
84654	SPZ1	9606
10847	SRCAP	9606
6720	SREBF1	9606
20787	Srebf1	10090
20788	Srebf2	10090
6721	SREBF2	9606
20807	Srf	10090
6722	SRF	9606
6736	SRY	9606
269397	Ss18l1	10090
20833	Ssrp1	10090
6749	SSRP1	9606
9705	ST18	9606
6772	STAT1	9606
20849	Stat4	10090
20846	Stat1	10090
20848	Stat3	10090
20847	Stat2	10090
6773	STAT2	9606
6774	STAT3	9606
367264	Stat4	10116
6775	STAT4	9606
6776	STAT5A	9606
20851	Stat5b	10090
20850	Stat5a	10090
24918	Stat5a	10116
25126	Stat5b	10116
6777	STAT5B	9606
20852	Stat6	10090
362896	Stat6	10116
6778	STAT6	9606
219736	STOX1	9606
315936	Zbtb38	10116
6871	TADA2A	9606
93624	TADA2B	9606
6872	TAF1	9606
270627	Taf1	10090
138474	TAF1L	9606
21349	Tal1	10090
6886	TAL1	9606
6887	TAL2	9606
21374	Tbp	10090
117526	Tbp	10116
6908	TBP	9606
237336	Tbpl1	10090
9519	TBPL1	9606
227606	Tbpl2	10090
387332	TBPL2	9606
21375	Tbr1	10090
10716	TBR1	9606
21380	Tbx1	10090
6899	TBX1	9606
109575	Tbx10	10090
21384	Tbx15	10090
6913	TBX15	9606
76365	Tbx18	10090
315870	Tbx18	10116
9096	TBX18	9606
9095	TBX19	9606
83993	Tbx19	10090
20997	T	10090
360737	Tbx1	10116
6909	TBX2	9606
57246	Tbx20	10090
315497	Tbx20	10116
57057	TBX20	9606
57765	Tbx21	10090
30009	TBX21	9606
245572	Tbx22	10090
50945	TBX22	9606
21386	Tbx3	10090
21385	Tbx2	10090
353305	Tbx3	10116
6926	TBX3	9606
21387	Tbx4	10090
9496	TBX4	9606
21388	Tbx5	10090
304514	Tbx5	10116
6910	TBX5	9606
21389	Tbx6	10090
6911	TBX6	9606
25720	Tcf12	10116
6938	TCF12	9606
21406	Tcf12	10090
21413	Tcf4	10090
21407	Tcf15	10090
6939	TCF15	9606
6942	TCF20	9606
21412	Tcf21	10090
252856	Tcf21	10116
6943	TCF21	9606
22980	TCF25	9606
21423	Tcf3	10090
6929	TCF3	9606
6925	TCF4	9606
21414	Tcf7	10090
6932	TCF7	9606
21415	Tcf7l1	10090
83439	TCF7L1	9606
21416	Tcf7l2	10090
679869	Tcf7l2	10116
6934	TCF7L2	9606
277353	Tcfl5	10090
10732	TCFL5	9606
7003	TEAD1	9606
21679	Tead4	10090
21676	Tead1	10090
21677	Tead2	10090
8463	TEAD2	9606
7005	TEAD3	9606
683522	Tead4	10116
7004	TEAD4	9606
21685	Tef	10090
29362	Tef	10116
7008	TEF	9606
7013	TERF1	9606
7014	TERF2	9606
52463	Tet1	10090
80312	TET1	9606
309902	Tet1	10116
54790	TET2	9606
194388	Tet3	10090
680576	Tet3	10116
200424	TET3	9606
21780	Tfam	10090
83474	Tfam	10116
7019	TFAM	9606
21418	Tfap2a	10090
306862	Tfap2a	10116
7020	TFAP2A	9606
21419	Tfap2b	10090
7021	TFAP2B	9606
21420	Tfap2c	10090
362280	Tfap2c	10116
7022	TFAP2C	9606
226896	Tfap2d	10090
83741	TFAP2D	9606
332937	Tfap2e	10090
339488	TFAP2E	9606
83383	Tfap4	10090
7023	TFAP4	9606
7024	TFCP2	9606
21422	Tfcp2	10090
81879	Tfcp2l1	10090
22221	Ubp1	10090
304741	Tfcp2l1	10116
29842	TFCP2L1	9606
7027	TFDP1	9606
21781	Tfdp1	10090
211586	Tfdp2	10090
7029	TFDP2	9606
51270	TFDP3	9606
209446	Tfe3	10090
7030	TFE3	9606
21425	Tfeb	10090
316214	Tfeb	10116
7942	TFEB	9606
21426	Tfec	10090
22797	TFEC	9606
21815	Tgif1	10090
316742	Tgif1	10116
7050	TGIF1	9606
228839	Tgif2	10090
60436	TGIF2	9606
90316	TGIF2LX	9606
55145	THAP1	9606
59016	Thap11	10090
57215	THAP11	9606
5612	THAP12	9606
73754	Thap1	10090
80764	THAP7	9606
79725	THAP9	9606
21833	Thra	10090
81812	Thra	10116
7067	THRA	9606
21834	Thrb	10090
7068	THRB	9606
200765	TIGD1	9606
21908	Tlx1	10090
3195	TLX1	9606
21909	Tlx2	10090
3196	TLX2	9606
27140	Tlx3	10090
30012	TLX3	9606
7110	TMF1	9606
10210	TOPORS	9606
252838	Tox	10090
9760	TOX	9606
269389	Tox2	10090
84969	TOX2	9606
244579	Tox3	10090
27324	TOX3	9606
268741	Tox4	10090
9878	TOX4	9606
22059	Trp53	10090
24842	Tp53	10116
7157	TP53	9606
8626	TP63	9606
22061	Trp63	10090
22062	Trp73	10090
7161	TP73	9606
284355	TPRX1	9606
224829	Trerf1	10090
55809	TRERF1	9606
83925	Trps1	10090
299897	Trps1	10116
7227	TRPS1	9606
498545	Tsc22d1	10116
8848	TSC22D1	9606
10194	TSHZ1	9606
243931	Tshz3	10090
110796	Tshz1	10090
128553	TSHZ2	9606
57616	TSHZ3	9606
7270	TTF1	9606
7291	TWIST1	9606
13345	Twist2	10090
22160	Twist1	10090
85489	Twist1	10116
117581	TWIST2	9606
83807	Ybx3	10116
7342	UBP1	9606
21429	Ubtf	10090
7343	UBTF	9606
546118	Ubtfl1	10090
22255	Uncx	10090
22278	Usf1	10090
7391	USF1	9606
22282	Usf2	10090
81817	Usf2	10116
7392	USF2	9606
205717	USF3	9606
11023	VAX1	9606
22326	Vax1	10090
24113	Vax2	10090
25806	VAX2	9606
22337	Vdr	10090
7421	VDR	9606
24873	Vdr	10116
17703	Msx3	10090
27287	VENTX	9606
22344	Vezf1	10090
7716	VEZF1	9606
114889	Vsx1	10090
546024	Crxos	10090
30813	VSX1	9606
12677	Vsx2	10090
171360	Vsx2	10116
338917	VSX2	9606
22404	Wiz	10090
58525	WIZ	9606
22431	Wt1	10090
24883	Wt1	10116
7490	WT1	9606
22433	Xbp1	10090
289754	Xbp1	10116
7494	XBP1	9606
7507	XPA	9606
22608	Ybx1	10090
500538	Ybx1	10116
4904	YBX1	9606
53422	Ybx2	10090
51087	YBX2	9606
56449	Ybx3	10090
8531	YBX3	9606
56531	Ylpm1	10090
7528	YY1	9606
22632	Yy1	10090
100073351	Yy2	10090
20841	Zfp143	10090
404281	YY2	9606
22702	Zfp42	10090
9189	ZBED1	9606
79413	ZBED2	9606
84327	ZBED3	9606
58486	ZBED5	9606
667118	Zbed6	10090
100381270	ZBED6	9606
268564	Zbtb1	10090
22890	ZBTB1	9606
65986	ZBTB10	9606
27107	ZBTB11	9606
22666	Zbtb14	10090
7541	ZBTB14	9606
235320	Zbtb16	10090
353227	Zbtb16	10116
7704	ZBTB16	9606
7709	ZBTB17	9606
22642	Zbtb17	10090
30928	Zbtb18	10090
64619	Zbtb18	10116
10472	ZBTB18	9606
381990	Zbtb2	10090
57621	ZBTB2	9606
56490	Zbtb20	10090
26137	ZBTB20	9606
81630	Zbtb22	10090
9841	ZBTB24	9606
268294	Zbtb24	10090
79842	ZBTB3	9606
58206	Zbtb32	10090
27033	ZBTB32	9606
56805	Zbtb33	10090
10009	ZBTB33	9606
241311	Zbtb34	10090
403341	ZBTB34	9606
245007	Zbtb38	10090
253461	ZBTB38	9606
57659	ZBTB4	9606
9923	ZBTB40	9606
232879	Zbtb45	10090
72147	Zbtb46	10090
140685	ZBTB46	9606
3104	ZBTB48	9606
166793	ZBTB49	9606
9925	ZBTB5	9606
16969	Zbtb7a	10090
117107	Zbtb7a	10116
51341	ZBTB7A	9606
22724	Zbtb7b	10090
51043	ZBTB7B	9606
207259	Zbtb7c	10090
201501	ZBTB7C	9606
653121	ZBTB8A	9606
330474	Zc3h4	10090
23211	ZC3H4	9606
57432	Zc3h8	10090
6935	ZEB1	9606
21417	Zeb1	10090
24136	Zeb2	10090
9839	ZEB2	9606
380993	Zfat	10090
57623	ZFAT	9606
463	ZFHX3	9606
80892	Zfhx4	10090
11906	Zfhx3	10090
79776	ZFHX4	9606
